ID,Name,Description,Class
152,「GD日好天然藥膳蠶豆酥340g」、「GD日好梁幼祥好運梅酸梅露/酸梅湯975ML不含任何化學添加物、防腐劑、香料及色素」,「GD日好梁幼祥好運梅酸梅露/酸梅湯975ML不含任何化學添加物、防腐劑、香料及色素」「天然藥膳...結合多種上等藥材...獨特的中藥防腐技術...營養學認為蠶豆中含有調節大腦和神經組織的重要成分...對腦的營養效益與核桃相似，如在應付考試和努力用腦者，可適當進食蠶豆」「為全世界唯一降膽固醇酸梅湯...醒酒...平肝...為全世界唯一降膽固醇酸梅湯...老人小孩時常飲用可預防感冒...純中藥熬煮...醒酒...平肝...綜合體內酸性...固胃」,1
153,美國Kemin開明植物膠囊（專利小分子葉黃素）（90顆/罐）,「唯一榮獲藍光保護專利的葉黃素品牌...本產品根據美國視覺醫學基礎研究學會ARVO發表的大型臨床研究AREDS-2文獻報告的建議配方」,1
154,宏醫超級有酵葡萄糖胺家庭組,「葡萄糖胺可以幫助軟骨的增生，真的不是在吃安慰...自己的軟骨可以再補充回來，這才是根本的一個處理方式...鳳梨酵素...一、抗發炎...二、舒緩肌肉及關節傷害...三、改善關節炎的腫痛症狀...鳳梨酵素可以用於關節炎...鳳梨酵素可以使軟骨組織的腫脹症狀減少72.4...鳳梨酵素降低發炎疼痛指數的效果跟止痛藥Diclofenac一樣好」,1
155,VeryGreenSmoothie大麥若葉酵素粉,「越來越年輕...如果要避免身體缺乏酵素，除了改善生活習慣之外，還可以從外界攝取酵素，提升免疫力與治癒力...也能達到抗老化，體重管理的效果」,1
156,宏醫百大蔬果素食B群補給組,「55-64歲30天-5公斤、65-74歲30天-2公斤...斯容：『那我吃B群可以治療代謝症候群』陳湘青：『對』...在減重的配方加1顆天然的B群...水腫...在兩周內從51公斤直接降到45公斤...32歲7天49→46公斤3公斤代謝變好...所以你可以發現只掉了3公斤，他的肚子至少小了2~3吋，而且B群特別容易發現你試用了之後，第一個地方瘦你的肚子，然後再瘦你的屁股，在瘦你的腿，幾乎解決你下半身的問題專人0800-26-26-26語音0800-045-080」「宏醫百大蔬果素食B群補給組」「陳湘青女士口述：『…我試這個B群我發現一個禮拜我竟然能夠很快速瘦到3公斤多，然後完完全全從肚子先消，第二禮拜我瘦到8公斤…我怎麼會胖成那樣...減重的專家…最有效的還是B群...吃這支天然B群…』…脂肪會燃燒...陳湘青女士口述：『…睡眠不足跟過度疲勞也是胖的原因，…B群…他可以睡前吃你更好睡…我們有失眠的客人真的是要到2顆安眠藥，他吃這個B群之後居然所有的安眠藥可以丟掉…』」,1
157,維他露澳洲神果KKD青纖錠口碑囤貨檔,「杜詩梅口述：...因為在花蓮我都穿運動服所以沒有太大感受都很舒服很寬鬆然後準備要來上節目的時候我想說找漂亮衣服唉唷怎麼好像越來越瘦...最輕盈的時候現在的體重大概是小學2年級到3年級吧...我覺得真的要跟大家講減重真的要健康減就是你千萬不要節食啦不吃啊亂吃啊真的不可以我覺得你就靠著KKD因為它會加速你的代謝然後你就正常吃正常作息不要大吃大喝但是你可以正常吃正常作息就這樣自然而然我覺得就可以瘦下來了」,1
158,卡布速纖白咖啡,「人體的腸道總長約900公分，彎彎曲曲的皺褶，宿便不容易清除乾淨，日積月累可能重達3公斤以上，隨之而來的問題更多，表現在外的有氣色暗沉、粉刺、痘痘、小腹突出、肥胖，隱藏在內的有口臭、抵抗力低下、體質變酸導致各種疾病誘發，所以每天有進有出非常重要，國內上市藥廠監製，熱銷8年的卡布速纖白咖啡，全新第二代添加專利成分，L阿拉伯糖幫助活躍有益菌，順暢效果加倍，一天一杯輕輕鬆鬆就能大量出清宿便，天天喝明天排，宿便不卡卡天天更輕盈，全新增量版白咖啡，幫助順暢更有效率，免費限量體驗包歡迎來電索取，0800-618918」,1
159,海之滴褐藻糖膠,「…重症治療…慢性疾病或重症患者…接受化學藥物治療的重症病人亦可同時服用海之滴褐藻糖膠…適合…罹患口腔、食道、腸胃等部位重症的病人…腸胃內病變細胞...誘導病變細胞凋亡作用…抑制病變細胞血管增生效果最佳…【褐藻糖膠…抗腫瘤作用】…治癒腫瘤…抗癌作用…降低膽固醇作用、降低血壓和抗病毒作用…另類癌症治療…保護腸胃及抑制癌血管增生…抗潰瘍和抗幽門螺旋桿菌…抑制胃癌細胞生長…食道賁門癌…卵巢癌，癌性腹膜炎，癌性腹水…前列腺癌…肝癌/C型肝炎…【2016全球用戶抗癌見證實】…重症患者…腫瘤醫生…癌症治療…針對慢性疾病以及癌症患者…誘導癌細胞凋亡的作用…抑制癌細胞血管增生作用…抑制了血管增生…防止癌細胞繁殖、轉移…抗癌…增強免疫細胞活性併血抑制癌細胞發展…針對…慢性疾病與癌症患者…肺癌…腸癌…肝癌…前列腺癌…乳癌…卵巢癌…子宮癌…淋巴癌…胃癌…鼻咽癌…腎臟癌…膀胱癌…甲狀腺癌…膽管癌及胰臟癌…鱗狀細胞癌」,1
160,宏醫雙效抗氧化健康咖啡組,「陳湘青口述：『...酸就是開始肥胖跟癌症...平均值一個禮拜幾乎可以到4-5公斤...藥局跟減重門診裡面的秘密配方...』...體脂率從38掉到26...案例一年齡43歲代謝率上升63%體重-8身體年齡減少32?肌膚緊緻提升73%...Before血糖值102mg/dlAfter血糖值81mg/dl...Before高血壓125mmHgAfter高血壓92mmHg...咖啡對人體有極大的益處...每天喝3-5杯咖啡的中年人，老年後可降低阿茲海默症與老年痴呆症65?的風險...飲用咖啡可同時保護肝臟避免酒精性的肝硬化，更可降低55%肝硬化的風險，每天喝1-4杯咖啡可減少大腸癌風險的15%」「宏醫雙效抗氧化健康咖啡組」,1
161,方家鋪子寧夏頂級帝王枸杞,「明目安神...（主持人口述）：...媽媽要記得可以顧眼睛、可以補免疫力、可以顧老公的腎臟。...長期失眠，嚴重影響健康...眼睛模糊視力下降...六大養生功效：滋補肝腎、明目安神、養身靜心、延緩衰老、美白養顏、補虛生精...功效一免疫調節...功效二抗衰老...功效三抗輻射損傷...功效五提高視力...功效六滋潤肌膚...。」「方家鋪子-寧夏頂級帝王枸杞」「超級中藥枸杞，護眼又美味...食枸杞可明目，補腎養肝防掉髮...提高機體免疫力...滋補肝腎、抗衰老...抗腫瘤...降三高：調節血糖、降低血壓、防治高血壓、心臟病、動脈硬化等症」,1
162,宏醫魔力代謝B群機能咖啡補給組,「完整有酵B走肥胖效果有多好!...魔力黑咖啡防癌抗病止痛減肥防失智...維他命B群能穩定並有效提升頑固脂肪的代謝...每日攝取足夠B群...頑固脂肪代謝明顯提升60%...且降低20%新生脂肪形成速度...補充滿滿的B群，消除體內自由基...咖啡竟然蘊含超級瘦身法寶...綠原酸的神奇功效!抑制脂肪吸收降低血糖值抑制醣類的吸收燃燒體脂肪語音」「宏醫魔力代謝B群機能咖啡補給組」「一天3杯咖啡遠離癌竟能防堵6大癌症...肝癌攝護腺癌結腸癌大腸癌乳癌子宮頸癌...咖啡黑魔力防癌。抗病。止痛。減肥。防失智...頑固脂肪代謝明顯提升60%，且降低20%新生脂肪形成速度」,1
163,日本紀州有機青梅精酵素,「癌症病患血液都是酸性，根據統計有85%痛風、高血壓、肥胖、高血酯患者也都酸性體質…身體體液只要變酸你的細胞就會把毒素包住…會不斷的發炎，就很可能有惡性腫瘤的產生…細胞質變(對，所以也就是說，如果你的體質慢慢變酸了，你會覺得身體不對勁，就是容易疲勞睡眠沒睡好，甚至開始會口臭、體臭、狐臭、腳臭這些問題產生，皮膚爛痘痘，開始會癢過敏問題就要注意了)…(快速平衡掉酸鹼值以外，裡面的有機酸還可以幫助人體巨嗜細胞正常二倍，這巨嗜細胞會去攻擊你的有害病毒細胞，也會攻擊你現在身體可能已經有發炎細胞或癌細胞)…(可以分解掉今天所吃下去的肉類、澱粉類，甚至於有害物質、有毒物質、致癌物質)…滿臉爛痘痘…日本濟州有機青梅精酵素…0800-552020」,1
164,給便力,「5天開始有感2周宿便減5KG...自然減重皮膚變好...現在已經一個多月，身體的輕盈感和皮膚好的狀態仍舊維持...也能兼顧腸胃系統的保養…山渣：增加胃中消化液、黃連：雙向調節腸胃平滑肌...蘆薈：增加大腸液、龍膽草：增強胃液分泌..」,1
165,超級好抗膠囊(60日份)1瓶,「...多重影響讓過敏族的噴嚏咳嗽樣樣來...光戴口罩根本不夠...總是掛號看病治標不治本...免疫功能相對比較不好...比別人特別容易感冒...與其生病才消極吃西藥...不如積極補充身體所需...(SUPER好抗Imunepro產品)...葡聚糖...酵母菌細胞壁萃取出來...到人體之後可以增加白血球對細菌、病毒...廢棄的細胞清除能力...針對外來的病毒和細菌進行撲殺...(網頁)...抗假...沒時間請假...抗霾抗勞抗化抗衰抗寒抗眾...長期燒腦袋的設計工作...怎都不顯老...超級好抗...流感指標...感冒我一定先中標...脫離口罩族...以前覺得自己是未老先衰的『早老族』...現在是親友眼中的『動齡族』...SUPER超級好抗...讓你換季不哈啾...哈比平時維持體力不哈啾的秘密好抗品...斷斷續續感冒...感冒病毒趁虛而入...我的免疫力太低.」,1
166,素果青汁,「減重專家…視力保健…便秘…痘痘…抗氧化…美白透亮…骨質疏鬆症…更年期症狀有舒緩的效果…減肥…在夏天之前能變苗條，擺脫冬天養胖的身材…一直苗條不起來的我，卻馬上就有效果」,1
167,大麥若葉酵素粉、極致璀璨美妍錠,「健康瘦身...怎麼瘦才健康...減肥」「皮膚變黑...代謝力下降都是阻礙美白常見的原因...用吃的來美白...美白食品」,1
168,【HomeDr.】舒邁明紅蚯蚓複方保健膠囊(30錠/盒),：「血栓...心血管健康...血管無可避免的彈性變差、血液濃度變濁...在肺部就肺栓塞、在腦部就中風、在心臟則心肌梗塞、在眼睛恐造成失明，在腿部就造成下肢缺氧...預防血栓形成，並適時加入保健食品輔助...癌症病患...有心律不整者...有心房顫動問題者...有心肌梗塞病史者...有心血管家族史者...過度肥胖者...換過心臟瓣膜者...三高患者...血栓纖溶酵素於血栓預防機制...可溶解血栓的酵素，將之命名為『蚓激?』...改善了血栓造成的疾患...居高不下的血糖值也保持在正常基準值以內...紅蚯蚓具有溶解血栓的作用...溶解血栓改善動脈硬化，要心血管全面健康無慮，還必須維持血管柔軟彈性、血液循環滔滔不絕」,1
169,超級食物-頂級祕魯有機黑瑪卡粉（大組）,「提高性功能、提高生育能力、抵抗疲勞、保護攝護腺、對抗更年期綜合症...天然賀爾蒙發動機...可以有效改善【更年期症候群】的現象…有效減輕壓力，抗疲勞，改善憂慮症，不易煩躁，另外還能有效調節內分泌與身體機能，氣血紅潤了，皺紋色斑不見了...世界各國無數研究報告證明瑪卡治好攝護腺疾病，成功率達80%以上，同時會感覺性能力增強…吃瑪卡，守護攝護腺…瑪卡對攝護腺治療是有幫助的」,1
170,超級食物冷壓研磨有機黃金亞麻仁籽粉,「歐美眾多明星美容窈窕食材...。（口述）：...推薦醫學界認證就是抗癌非常好的食物...不易得到癌症的油是什麼?亞麻仁油...所以今天不管是家裡有三高的、家裡是基因比較容易得到癌症的，我告訴你今天甚至你要減重的，減重必吃的超級穀物-亞麻仁籽，亞麻仁籽吃減肥效果最顯著...很多的醫學界都告訴你要控制體重、降低癌症風險你只要必吃亞麻仁籽粉...來控制我的體重，連續吃了兩個月，我的肚子消了一圈，水腫的問題也消失了，而且居然在不知不覺中，我減了5公斤的體重，我的生理期順了...像我有心血管問題，攝護腺問題，對老人抗老化的問題，都有很棒的預防效果...。（畫面顯示）：...乳科醫師：池永昌醫師-腫瘤小一半、抗發炎超級食物亞麻仁籽...亞麻仁籽油:三高救星，調節荷爾蒙，預防癌症」,1
171,引蹟?,「最近常常手麻腳麻，脖子筋硬僵硬僵，胸口又鬱鬱，心情鬱卒到不想上班啦)免煩惱，像我都吃三高族群防衛小尖兵引蹟?來修復我的健康，裡面含有日本籲為血管保健之王的紅地龍和高單位深海魚油...現在寶島聽眾打電話進來，免費贈送體驗包喔，限量50名，快打電話索取，0800-366188」,1
172,宏醫雙效抗氧化健康咖啡組,「不只瘦更年輕...使用前症狀：糖尿病+皮膚問題…Before血糖值：102mg/dl膚況：眼袋+黑眼圈皮膚暗沉…After血糖值：81mg/dl膚況：眼周肌膚紋路減少膚色變白…(前後使用比對圖)...陳湘青2017.03.01體重59體脂38身體年齡53….10天的時間…2017.03.10體重55體脂26身體年齡32…抗肥…抗衰老…每天喝3-5杯咖啡，老年後可降低阿茲海默症與老年癡呆症65%的風險，飲用咖啡同時可保護肝臟，避免酒精性的肝硬化，更可降低55%肝硬化的風險，每天喝1-4杯咖啡可減少大腸癌風險15%，每天2杯咖啡可降低肝癌43%風險，以及子宮內膜癌20%，也有防止神經膠質瘤效果…每天喝咖啡可降低6%的死亡率，5杯降低15%，每天喝6杯咖啡，可降低22%罹患2型糖尿病的風險...咖啡有減少各項疾病發作的作用...皮膚變好了，變年輕了」,1
173,佳倍優倍穩無糖配方、佳倍優SUPER智多芯無糖配方,「用於肌肉生長...限制糖分攝取者...須維持醣類代謝者」「佳倍優SUPER智多芯無糖配方」「思緒清晰超靈光...從長計憶...大豆卵磷脂幫助思考連結...每日動腦訓練...失智症研究...BesmartEveryday...提升觀察力...提升想像力...提升計算能力...提升推理能力...提升邏輯能力...提升判斷力」,1
174,畣斯珍奇細胞營養素(纖活),「清除自由基，提高人體免疫力…抑制癌細胞血管新生...阻止癌細胞侵犯減少發炎路徑…具有高度抗氧化能力…促進肝損傷的修復...提高身體免疫力...增強心肌收縮力…減低血小板黏附力...肝臟排毒...啟動疫病基因...常見的反轉反應(第1至18點)...補血養氣，強骨活絡」,1
175,SUPERSNAKEIACE(米加工食品),「癌症、糖尿病、骨質疏鬆、肝炎、肝硬化、神經修復、過敏、高血脂症、老人癡呆、壓力、腎臟病、長期服用類固醇、潰瘍、弓蟲感染、腸病毒、異位性皮膚炎、急性疼痛、古柯鹼/嗎啡成癮、病毒感染、術後疼痛、?疹、燒燙傷等患者及想體態輕盈者」「能量工作室」,1
176,養顏滋補桃膠木耳蓮子湯,「吃了一段時間之後，皮膚變的又亮又有彈性...減少皺紋嫩膚克服痘瘡護膚抗衰老生津止渴...你想要皮膚光滑、要回春、要青春永駐…桃膠…植物性的膠原蛋白…讓你吃了沒有負擔…同樣可以達青春永駐、回春的效果...吃了美肌越吃越漂亮...幫你減少皺紋...清熱解可、緩解壓力，養顏抗衰老、潤腸道...桃膠具活血、異氣、清熱止渴、止痛止瀉」,1
177,賀寶芙營養產品手冊,「(P35)（夜寧新）…支持體內的一氧化氮製造…維持一氧化氮代謝…、(南極磷蝦油膠囊)…強化循環…維持循環順暢…(P52)…強化骨骼健康預防骨質疏鬆…心血管系統」,1
178,Ranieri七年釀造葡萄醋,「巴薩米克醋包含有效抗氧化物，藉由抑制氧化LDL「壞」,1
179,印加果油,「協助降三高，預防併發...促進腸胃蠕動...改善體脂...提高精力，修復腦細胞...過敏大發，排便不順...氣色慘淡，體脂居高...用腦過度，精神不濟...國人十大死因有35.7%與『三高』相關...20-50歲國人便秘情況超過6成...國人女性有70%體脂超過27%...國人罹患腦部疾病者超過17%...印加果油的Omega3可降低高血壓、減少血脂含量，預防血管阻塞，亦能阻止血液凝結，預防中風、心臟病等三高併發症...改善發炎症狀...改善過敏體質，體內臟器的守護神...可調整前列腺，改善身體代謝能力；協助腎臟排除鈉與多餘水分；促進腸胃蠕動能力...減少便秘...消耗多餘脂肪...代謝多餘脂肪，還能滋潤肌膚的細胞膜，促進修護、活化和保濕功能...維生素E和A能有效的中和自由基對肌膚的傷害...美白...減輕憂鬱症狀、改善失眠症狀、提高記憶力...能加強細胞修補及癒合能力，也能增加腦部的傳遞介質，提高記憶力，並穩定情緒...減輕憂鬱及失眠狀態...調整體脂，減少壞脂肪」,1
180,納豆,「聽眾：…剛剛有一個歐里桑喔說他心臟差啦，他的膽固醇太高，300多，那膽固醇300多就要中風了，我就是膽固醇太高300多中風的，買你們的納豆來吃…主持人：…那如果高起來喔就開始中風，一定的，他就登起來…聽眾：…我都不知道耶…醫生說我沒看過人膽固醇真正高，我沒問他高會怎麼樣，不知道沒問…我膽固醇300多中風啦，歐里桑若聽到喔，趕快買你們的納豆啦…主持人：…納豆好啦，納豆就是會黏垃圾啦、油垢啦黏黏出來，再經過排泄排出來，日本人幾百年都這樣，納豆和銀杏錠，銀杏錠是乎伊頭殼卡清，那我們都有喔，我廣告給你們聽…電話25530899」,1
181,男鋼胜?精華錠,「男鋼胜?精華錠」「男鋼胜?精華錠...夫妻幸福的源頭、男性活力的根本，男鋼胜?精華錠以及咱國內50幾位藥劑師親身實驗，證明可以根本解決著男性的性功能障礙、攝護腺肥大，以及泌尿系統的各種問題，成分完全天然絕對沒副作用，男鋼男鋼乎你抬頭挺胸堅硬如鋼，咱現在就提供前50名打電話進來的朋友足足一個月一個月體驗的機會，0800-000313」,1
182,月子餐點,「..補血、補氣...排除惡露、乳汁分泌、消腫、強化腦力、活血補腦、消水腫、增強免疫力、開脾健胃潤腸...平衡內分泌、穩定神經、去瘀破血...暖子宮、利排水...強筋骨、增乳汁、清肝火...改善氣血循環」,1
183,好男人-南瓜籽複方膠囊,「對預防骨質疏鬆症有益...有助於維護生殖系統中前列腺的健康，預防前列腺腫大…人體血液循環不良…缺鐵性貧血…有助於改善畏寒怕冷症狀」,1
184,【力大】速有力複方錠-全新二代型60錠/盒(素食可用),「【力大】速有力複方錠-全新二代型60錠/盒(素食可用)」「促進鈣吸收，幫助骨骼生長…人未老腿先衰…健康軟骨有彈性、有厚度、光滑有軟骨保護、防震、抗壓、耐磨。…磨損軟骨無彈性、變薄、粗糙無軟骨保護、摩擦疼痛、增生、變形。葡萄糖胺…形成軟骨細胞的重要營養素，是健康關節軟骨的天然組織成份…(youtube)骨頭都有力了…(所以膝蓋會痛)膝蓋稍微稍微…這是顧骨頭的…(會痛嗎)骨頭喔會痠啊」,1
185,冷壓初榨奇亞籽油,「天然抗氧化劑，是抗老防病防癌的必需…可以預防動脈硬化…有效抑制癌變，並有減肥作用」,1
186,「愛力思蔬果營養粉」、「愛力思智昇咖啡」,「提高心血管功能...植物組合-抗氧化，保護DNA脂類組合-支持心血管功能和大腦健康」「愛力思智昇咖啡」「有助於營養、保護和促進神經元的生長。它在中樞神經系統和外周神經系統中起著重要的作用...對於大腦和神經健康的重要負責學習、記憶和邏輯思維的大腦區域中十分活躍...含量過低會導致學習障礙、焦慮和抑鬱的症狀...有機猴頭菇含有促進神經生長因子的合成物，其涉及神經元在中樞神經系統中的調整，發展和生存...增強神經元的髓鞘形成，以加快神經之間的傳達...可顯著促進鬆弛和聚焦，改善睡眠和情緒，並減輕壓力和焦慮...促進大腦中的α波產生（這種波頻幫我們放鬆和冷靜下來）...提高穀胱甘?的水平，有效的抗氧化劑增加胺基丁酸(GABA)的水平，GABA是大腦中自然發現的神經遞質...在某些焦慮障礙患者中會發現GABA的水平較低」,1
187,【呷感動─克呆,「現代人都要關心痴呆問題年輕化，過度忙碌、熬夜、睡眠不足都可能造成記憶退化…〝呷感動─克呆〞幫助你1.保護神經細胞2.滋養腦細胞3.協助神經傳導」,1
188,法國Thalgo（藍莓）基質新生催化液原裝代購,「血管彈性、關節黏液、皮膚膠原、骨骼密度…抵抗酸分解、抵抗酵素分解、抵抗氧化變性…強化細胞再生玻尿酸和膠原蛋白，並強力促進合成各種細胞基質的速度，補充肌膚最高濃度的黏多醣體和基質蛋白…同時並提增身體各器官及組織的膠原及黏多醣提血管彈性、增加關節黏液、強化骨骼密度達到保養身體和預防疾病的功效…以對抗各種活性氧引致的慢性發炎和老化現象…療程」,1
189,極萃皙三代嫩白粉,「極萃皙進行你的肌膚養護，使肌膚有光澤，由內而外的恢復光澤亮麗！…嫩白…痘痘肌粉刺…肌膚暗沉蠟黃…術後反黑…肌膚粗糙…保濕…防曬…嫩白…不含西藥檢驗」,1
190,青春膠原蛋白飲,「日復一日，一天比一天更加緊、彈、潤!全新LANEIGE青春膠原蛋白飲，有效促進深層睡眠…GABA胺基酸…能有效幫助提升睡眠品質…且紓緩緊繃情緒…肌膚狀態提升膠原蛋白一夜增生…肌膚更加光華…肌膚透亮度提升…彈性度提升…水潤度增加…眼周細紋減緩…粗糙度降低…肌膚細緻度提升」,1
191,醫之方SOD養生本草酵素組,「提升人體抵抗力150%...清除壞死細菌130%，並促進細胞新生110倍…導致自體慢性發炎使人體酵素生產量下降60%。當體內酵素力偏低時，就會出現各種症狀，抵抗力下降、慢性發炎、過敏、膽固醇過高、久咳不癒…發燒、疼痛、體重變化、吞嚥困難、異常腫脹等，皆可能是罹癌的徵兆…PARP酵素能加速細胞增生並幫助壞死細胞修復機制，阻斷率老壞死細胞成為癌細胞養分。並強化細胞自體再生能力，以正常細胞生長速度的150倍快速新生…直接殲滅癌細胞，停止生長…酵素能產生已TNF為代表的腫瘤壞死因子這種細胞激素，使正常細胞無法轉換為癌細胞。當體內酵素增加時，會讓大量衰老凋亡細胞重生，恢復為年輕好細胞」,1
192,????HappyEat生薑酵母胜?膠囊,「從62公斤降到54公斤…瘦了一大圈…瘦身…減掉8公斤…佐以腰部前後對照圖…減掉了2公斤…臃腫的身體消失、臀部和腹部明顯變得更小了…瘦下來…到了快兩個月，我回到了54公斤…甩掉了8公斤…減肥…瘦了4公斤…佐以局部腰部前後對照圖…已經胖好幾年了…終於…很久沒看見的腰身…佐以局部腰部前後對照圖及55.3kg→46.8kg…瘦了12公斤…變瘦…會瘦…(連結之網站)…局部腰部曲線圖…瘦身…燃燒…抑制食慾…分泌出類生長激素…該成分能夠像低這種激素的分泌…補充體內血清素…燃燒動力…燃燒…抗氧化能力」,1
193,長庚研發緩釋B群能量滿分專案,「喘、不會累、不會常常晚上8-9點趴在辦公室睡覺，整個體力健康真的都好了起來...。（來賓口述）：...可是我真的乖乖得吃了一個月，我把本來前陣子胖了6公斤，完全不見，是平的，吃B群很厲害的地方，我變成每天都上廁所...掉了6公斤一個月」,1
194,ASEA信號分子水,「體自行產生的氧化還原訊息傳遞分子…有數十萬人已持續體驗到強化細胞狀態的益處。ASEA信號分子水已獲證實能在24小時內讓血清生物指標轉為正數…因此能強化必要細胞功能，達到身體最佳狀態和舒暢感，此補充品本身100?安全無毒性…活化抗氧化成分…改善身體每個系統的細胞狀態。」,1
195,土耳其原裝食品級大馬士革玫瑰回春純露,「埃及豔后每天使用玫瑰純露維持它的美麗祕方，並且頌揚玫瑰純露的養生及美容效果…(口述)…如果你長爛痘，下巴很容易內分泌失調…你就自己純露敷一塊化妝棉敷著，大約兩天你的爛痘就好的非常快…(口述)…唯一你可以飲用進去進入經過你的口腔，再經過你的食道，經過你的五臟六腑，最後被你排泄出來，你所有的器官都經過了，如果你要嫩白要保養，你除了擦以外你要喝的」,1
196,植物乳酸桿菌膠囊」,「製造血紅素、強化免疫功能、維護腦神經系統的發育與功能...亦容易患缺鐵性貧血…造成惡性貧血和神經系統病變」,1
197,澳代哩賀本澳洲wisse高單位濃縮澳代哩賀澳洲原裝Blackmores澳佳寶葉黃素LuteinDefence(60粒)抗氧化保護眼睛澳代哩賀澳洲原裝袋鼠精(90粒)男性BioIslandKangarooEssence澳代哩賀本澳洲SwisseUltiboost護肝片LiverDetox護肝片保肝排毒錠(120粒),：「陰道炎#尿道炎#卵巢疾病#婦科疾病#白帶異味易引發炎症#泌尿系統感染」,1
198,MIDOKAWA防彈可可健康飲,「實驗者於一周內減少3~5...。到了48公斤，原本63...。（主持人口述）：...一天一包，直接5公斤不見，最強最強的效果」「MIDOKAWA防彈可可健康飲」「保證6包-5...半個月68變58...八天69變64...胸肌幫你保持住，肚子幫你瘦掉了...大吃大喝照樣瘦」,1
199,卵磷脂、聽得好、青春媽寶、精力寶、酸風,「（卵磷脂）：可以養心臟養目效果很好...。（聽得好）：...耳朵隆隆叫的、常不通的可以試試看，這耳通包括鼻七孔嘴眼，因在頭部裡面叫小規管中間若通其它也會通，聽得好對耳朵很好，2罐3000元...。（青春媽寶）：婦女、女孩子不必再煮四物八珍，幫你濃縮一罐一罐吃，1、2罐就較順適，女孩子、老人都可以吃媽寶2盒3000元1盒1600元...。（精力寶）：腰子快不好的要趕快補的...精力寶一盒1600元兩盒3000元...。（酸風）：是尿酸痛風泡茶來喝就好，兩盒3000元...02-25530899」,1
200,Nutrilon諾優貝,「實證案例-異位性皮膚炎…使用S1時間為2個月…使用S1時間為3個月」,1
201,醪醋,「即刻恢復曼妙有型(過大褲頭薄身比較圖)…修善體內過多的廢棄物質，將其排除體外還原健康的身體本質…瞬間恢復完美體態…胺基酸睡眠美容法…睡眠中燃燒一眠消一吋…適用對象(大吃大喝圖)…即刻改善排便不順緩解寒症…不在殘留過多的廢棄物無負擔一身輕(腰圍曲線示意圖)…醪醋能快速的促進循環代謝(圖)皮下脂肪型肥滿…(圖)內臟脂肪型肥滿…莫柔米功效…抑制體內過氧化脂形成…改善女性生理、週期不順、手腳冰冷等寒症…減少疲勞帶來的不適…抑制乳酸(身體疲勞的酸性物質)形成」,1
202,長庚研發舒眠安神益智專案,「降低失智症發生率...保護神經元細胞...活化神經細胞，增強記憶...舒緩神經衰弱...提升神經傳導訊息...改善失眠焦慮、多夢93%...提升反應力93%；改善記憶力衰退、健忘狀況96%...延緩阿茲海默症退化95%...減少神經細胞死亡92%、活化細胞95%」,1
203,專品藥局淨邁舒PLUS加強版60粒紅葡萄葉萃取物、專品藥局EuroGood固列康60粒蕁麻根+北蟲草+花粉維持泌尿道健康德國植物專家威瑪舒培出品、LiveFargood薊葆官-50粒(德國威瑪舒培出品)【2003844】,「商品問與答…適合痔瘡患者用來預防復發嗎?...適合哦，學理上對靜脈血栓疾病都有預防保健作用」「改善靜脈循環...該頁面非淨脈舒持續性藥效錠產品卻於頁面嵌入淨脈舒持續性藥效錠廣告影片(使人易生誤解之疑慮)」「..維持泌尿道健康」「診所藥局專用...問與答...肝臟營養劑」,1
204,563美體生酵素,「瘦身…一個月內減少2公斤…6個月後減少快20公斤…變瘦中…總共甩掉35公斤…酵素來減肥…變瘦…解毒…增強人體免疫作用…免疫也因此而降低…免疫力也會提升…胃炎…腸炎…症狀…排圖月.-1~2kg…-2~4kg…-5~8kg…-8~12kg…-20~25kg…整腸作用…美肌效果…佐以腰部前後對照圖…減重…(連結網頁)…卸下腹擔…從L→S…燃燒…減肥中…佐以局部腰部曲線圖」,1
205,「日本原裝★日田天領水-膳食纖維茶300ml/24入★」,「幫助減輕體重、預防高血壓及血糖急速上升...促進體內排毒...降低腸癌風險」,1
206,《美國威德WEIDER》適立佳葉黃素(3gX30包/盒),「美國國家眼科研究，滿足全家晶明之需...守護全視界...保護靈魂之窗，對光的變化感受更舒適...美國國家眼科研究專業配方」,1
207,『禮盒綜合款』極品銀耳燕窩飲膠原蛋白/珍珠粉【兩種口味各三瓶】贈送精美提袋,「多?類物質-表皮生長因子，簡生EGF被譽為『美容基因』...美肌保濕...很受減重族群的青睞...活化肌膚提升保濕力...幫助軟骨生成...鎖住鈣質，減少鈣質流失，健全骨骼生長、保護關節...預防心血管疾病...降低三酸甘油脂和膽固醇...加速血紅蛋白和紅血球生成的功效...改善循環、對冠心病、缺血性腦病變有利...適用對象肌膚狀況不佳者更年期婦女心血管疾病患者骨骼疏鬆者...讓你吃出白皙透亮」,1
208,日本森永bb536益生菌,「抵抗壞菌好有力...高成本醫療級優質菌叢...跟細菌及病毒說拜拜...常打噴嚏的弟弟...皮膚敏感的姊姊...皮膚痘痘也少長很多，另外還有研究顯示益生菌能幫助改善過敏，所以換季的時候我鼻炎的狀況也好很多...每到換季時節，我們全家都很容易哈啾哈啾的...特別是很怕便祕的朋友」,1
